3188 970 18 86 400000 130 3 155 461 243198 433 1233 2490 373 2|15|0.76389
7 219 319 17 7 3051 23212 150 6 669 3 5 1 56 3565 1 561 0 3534 2|20|0.79167
21 84 889 7 400000 5 1085 4 2909 24044 0 608 1195 38 43 30 554 4 0 2210 3 44 1578 21 0 6877 58 743 1 20 149 934 138 19 7 9638 1 39009 835 523 2|41|0.23611
41 3564 461 5 167 7877 4 242 253 37 3006 5 10014 8558 13 0 2392 9287 9 5348 65 81 1369 70 30 6332 805|27|0.875
7 4156 6634 523 14 149 7 6634 523 5 31448 3 0 64473 1369 70 30 4254 2|19|0.69444
152 1659 13753 100 7236 25 68 2459 5 10584 575 19448 2875 3 1588 12 20 855 70 275 34 5395 29 2052 2|25|0.61111
83 81 267 7 3267 3 0 281 81 769 835 20 5 965 303 4 253 20 1495 2|20|0.9166700000000001
41 43 30 2|4|0.625
20 12499 0 129 9 20507 8086 3 108953 1 34225 24330 137 22 102 51315 58278 175 26 932 4659 3 897 2 57|25|0.72222
0 523 434 14 13767 1 15113 1 5 64419 3 120 197 10435 5 400000 0 384 459 588 14 2|22|0.80556
20 14 52 7 9068 4 0 5496 5 3138 3 0 775 2|14|0.75
16772 17 2172 10845 3 2237 6202 1 16429 10342 6801 1 5 7 400000 3 3051 3171 1 84 125 873 14 7 12316 333 5348 2|28|0.86111
72148 9 273 4 7843 5 67 907 7 6858 3 20 1 33139 12668 4438 9 24674 890 19 0 26434 808 13 1123 198 120 19 181 19 652 266 9 14777 2|35|0.61111
27092 260 70 4320 0 615 8268 2|8|0.61111
67 2415 236 1395 4 7997 44 671 5970 5 13408 2|12|0.72222
48 3 0 254 10817 5988 2459 3 397 2711 1 17 77 567 15637 6 1612 10 76330 3984 2|21|0.88889
0 161 3 7 8903 38 31 6842 2880 22 0 1058 3 26 523 5 2198 197 4 190 79 8711 101 2|24|0.77778
5186 26628 1190 6 0 1676 3 0 12514 5 190 13 3828 9769 2|15|0.72222
31 7 1192 59428 16886 1 5 13685 7 1791 1418 3 88878 9030 2|15|0.68056
3478 34 14305 21593 2|5|0.63889
7 12316 1 2237 8965 12 4215 81 12765 13 0 15476 400000 3 47 31293 3954 2|18|0.76389
0 319 4351 4 30 5466 1 28687 5 1233 1 1071 64 22 442 2|16|0.69444
0 4015 4 42 20 14014 14 4571 2|9|0.77778
0 319 20371 24462 13 64 0 2153 1 19 0 2191 14 48427 6341 2|16|0.9166700000000001
110 36 10 359 4374 1 37 456 191 5466 9831 304772 2841 1432 7 173 179 981 8447 0 26544 3 0 121 39649 319 4268 1 317 173 2157 4 61427 135594 2|35|0.70833
19 2541 5 45398 19 0 9045 14 1 63 14 29 9009 3 7337 6 0 161 3 0 369 1 2070 12269 1 12 4215 0 319 10140 6 29 27598 659 14626 2|36|0.79167
6 1072 4 9653 9 1528 2050 5550 1 37 14 12 2348 2692 12 1728 7 16454 5 17379 10722 75 0 2598 3 37445 1402 31 1349 1 46 43 998 12582 2|35|0.88889
6806 87857 9 883 19 0 8292 400000 76260 14 400000 2|12|1.0
25 0 875 10224 3 0 641 298 775 9 28 2065 60 0 2755 27 1 81 86 998 0 835 2|23|0.66667
6106 57 12626 4069 18024 32 0 2333 118 37 5 10372 68 33619 59 2284 5 12801 2|19|0.73611
12 20 769 965 30 0 254 5 96 7364 2841 3 0 812 740 195 6052 56 3 0 195 73 0 1835|24|0.66667
167 69 43 835 37 1005 1 5 41 1702 12 6 0 40654 555 179 45 76 1949 43 3255 0 1058 3 1544 167 575 4 33 1770 7 14896 4581 2|34|0.51389
255249 57 11007 319 414 30 175 29 880 3 0 400000 3 4367 2|15|0.66667
16831 15478 0 7496 3 158 2153 21 40295 2487 4 370672 9 13243 2|15|0.55556
0 1005 14 1922 5466 114 5 127 296 6 130 179 38293 47 4776 2|16|0.76389
4779 7 6778 111 19687 6223 2792 67788 622 3445 18663 9 372 437 6202|15|0.61111
20 14 96 5283 36 113 3 47 7595 6173 1 34 113 3 0 15360 22100 20 24877 504 12 19147 2|23|0.9166700000000001
20 9 36 7 353 7519 1005 2|8|0.23611
34 83 81 462 1136 7 37760 626 5 1775 7 365 21736 3 20198 1 63 9 2173 2905 4 30 40 187 2|25|0.47222
103436 103436 805|3|0.5
0 6579 1498 1829 1713 4 7 523 12 1075 4 30 1435 6 0 937 3 5524 2459 434 34 0 319 9527 25 47 261 4358 2|29|0.58333
423 1 56 37538 4 0 19064 16644 12 932 0 5827 4 4526 14 52 7 4069 5827 57 1 46 56 2208 4 253 17 44 261 2251 1 43 596 8833 9 50507 2054 3 732 4 30 28350 2|43|0.8333299999999999
2452 2969 37 191 8537 5348 17 333 20665 46 6056 1 39652 48370 4333 25 3742 2|18|0.70833
79 66 14 27995 2692 296 130 3 0 74541 986 17 0 570 2|15|0.69444
20 9 7 3714 1 400000 1687 60629 12 6511 392 8006 19 143 19 0 8540 3 392 4166 2|21|0.70833
7 1005 12 22 47 254 260 70 120 159 0 96 66 3 47 2153 57 12087 34 4971 13 0 10943 3 77858 2|26|0.59722
20 9 1595 4 1716 1 34 20 9 7 7872 1005 2|13|0.80556
0 254 6092 2047 4 416 7161 108 4282 5 0 11655 418 82 363 2|16|0.8333299999999999
102 6812 37 3601 7237 319 25 134 4544 7 1720 3 21413 846 14 175331 9 999 4 4602 2|21|0.69444
31379 14 0 254 18 9 51 6 82 5 46277 14 20368 2|14|0.88889
7 3051 1 31809 2045 8600 3 0 626 3 7 3317 2|13|0.75
21 2919 31383 1 22812 5 101914 47112 2|9|0.69444
434 191 5466 1 191 19612 434|7|0.9166700000000001
7175 14 42292 3788 5 6 7 5186 179 14539 64 3 101755 9 5676 296 134 7 1446 7175 3 71 539 2|24|0.63889
100 8850 19612 12 81 414 36 151 3995 20 9 7 4559 13281 11168 3 2290 15402 125 19 629 3 0 10205 2|25|0.79167
26945 2586 1829 1003 0 1637 4 998 15991 654 2|11|0.79167
20 14 17614 34 3866 415 4 22135 1 14 16767 5 127 34271 4 0 149029 3 47 2153 1 14 59 9385 5 553 6943 12772 2|29|0.80556
0 567 19681 6 156275 326 25 8676 1 38 907 6192 372 56 4001 73 0 1395 9 1330 54 3419 1 5 33756 1 38 94 70 30 439 19 7 9827 34 61370 26077 26922 47194 2|40|0.77778
4972 1317 31 28881 34740 0 74706 39350 3 31659 300 6 6476 3 29 7503 13838 437 2|19|0.63889
83 81 267 2208 4 33 2905 17 20 1 81 1369 70 998 19180 21 0 152 28298 3 39455 2|22|0.65278
603 45 607 1515 79 14 29 19612 365 1005 2831 113 603 14 7 61370 3366 241 2|19|0.75
9653 9 883 14 11232 4 0 2621 3 26 134 2|12|0.73611
154 120 161202 575 4 67904 47 11013 4031 26836 2|11|0.69444
29 62071 13801 1221 1 48 12 9 25760 6 5351 5 7 69736 1 12909 4282 2|18|0.81944
0 17151 2692 10882 0 1058 5 0 386139 3124 4 0 13554 5 690 5780 883 21 8700 21742 2|21|0.8333299999999999
7 37815 82693 523 12 107 52 30 0 58 8039 319 4 30 4702 3854 21 0 4869 464 2|21|0.81944
102 94 33 51 7 11014 7318 2832 14 1403 7 8537 662 22 7 461 787 9 7448 14365 2|21|0.75
32463 14 562 19 690 2|6|0.81944
7 241676 17603 4320 2|5|0.81944
81 1151 33 4 30 7 96 391683 899 36 4 30 554 21 37 2692 2|17|0.61111
3188 9 19042 9916 11174 56 28722 73 34181 3 3089 2|12|0.66667
5706 98 8894 130 400000 319 68 73 47 400000 4268 5286 0 5236 3 0 29829 1 639 7394 864 19 29 8499 8965 2|26|0.86111
29 30729 1703 3 1005 41205 2|7|0.5
46145 14 5186 5 8537 1 50193 5 494 1 7 4011 5348 17 7 10936 1380 3 6202 2|20|0.8333299999999999
20 907 81 733 0 1784 5 1694 9093 3978 1000 5 1054 6 44 400000 319 2|18|0.77778
2237 5 9392 1 553 8537 4 1716 2|9|0.41667
317 456 1 630 3 0 10205 2462 29 2958 6 595 4 6326 61 7 79899 28 365 1600 27 43 3771 5 36 28 83 2 27|29|0.30556
0 1835 2054 6202 5 7 21787 4933 4 1361 7 523 59 12130 392 5505 6 214 1 34 52 10910 0 1425 1 5 0 69 1 25 37067 81 263 2|34|0.77778
7 3051 2365 3 17940 161 12 6303 7 1835 3 7 300 10 1231 209 128796 302 7 3132 205 527 2|23|0.54167
7 11025 10373 662 22 0 400000 6518 3 55913 2|11|0.76389
20 9 7 22466 575 400000 10 0 213 2052 2|11|0.63889
7 400000 3839 15175 12 388140 117 5749 2|9|0.30556
19 26036 5 28130 5 4908 373 19 20 15 10119 82 363 2|14|0.9027799999999999
0 319 1728 29 12792 316199 11932 2|8|0.8333299999999999
0 9399 14 0 319 1956 19280 107 33 51 379 4 159 2|14|0.75
37 1062 260 868 150 4 12994 5 4 0 37369 6616 2|13|0.69444
19182 5 32045 1688 2|5|0.73611
575 107 53355 4 162 176843 15861 10 25519 1 34 2633 109 5476 20986 1 20 2909 11174 2|20|0.79167
12447 9 993 4249 208 14 70 19 2664 46 19 1903 19 41 472 0 48 12 41 303 434 34 20 9 149 16058 5466 3496 2|29|0.73611
6 0 9399 1 19280 14 345 102 18 31 173 741 4 203 1 12974 0 4073 3 26 261 62295 5 46925 1 5 18 2415 936 4 169 6 0 179 2|35|0.72222
504 0 319 9 14904 1 0 1562 32 6678 1233 2|12|0.70833
155 38 835 5992 63299 43 596 0 50 3468 4001 1 34 306 43 596 0 1005 2338 2|20|0.5
83 81 326 25 7 213 12 16788 1 174870 1 6212 1 12934 1 400000 5 6690 600 1 127 242 253 37 21593 2841 2|27|0.79167
37 145437 28133 25641 4 2290 7142 2459 12 115165 167233 74 0 67114 3 1875 14691 0 39629 6045 3 7 60908 4527 23584 5 5317 97999 12 3989 4 20185 32265 2|34|0.79167
20 9 0 10363 57 400000 30571 3 102 116 70769 1556 2459 400000 12 907 502 22905 32423 7 7014 10014 740 15860 2|25|0.66667
0 319 9 2174 14 70 6 47 1125 1 34 6 0 1758 1835 20 17721 11 3 7 1295 6 1302 17 1003 1 17 0 4474 34560 3 11983 12 3262 162 13569 1 400000 2167 2|40|0.72222
434 254 541 19 11743 299 1 19 181 29 5679 3 0 20721 16783 19 7 4069 8439 4 0 4620 255 2|24|0.54167
20 31 47 13434 1 34 20 14 7 921 1 39780 1 21178 3 7 1005 1 5 27487 3768 2200 7 1335 6383 2|26|0.66667
0 18323 3 4784 14 29 13119 3634 3 30273 30212 5 16928 714 1 5 0 3742 140 3998 95 248 75 0 313 3 12 85 2|29|0.70833
504 47 14904 1 1946 855 70 8722 2748 29 7951 5 10113 58 2047 21 7 6918 369 4 1716 1 5 20 9 7 8600 2743 6 0 348 82693 6616 2|34|0.66667
9703 1 34 1089 2660 10 15410 9 883 2|10|0.48611000000000004
17 6271 13091 1 684 13469 31 3335 75 0 4826 3 18080 17 29 11371 8600 3 146 11383 5 17 359 17603 4935 143 124 26 424 65 2893 21 7 1132 1380 10 102 850 13 2491 2|41|0.81944
0 6202 5 5645 3 13991 4318 32 6 2615 2515 2|12|0.65278
65711 57 10 8161 1 107797 188|7|0.375
841 5613 166 1 42 1815 0 27569 1377 400000 3 0 215 311 2|15|0.48611000000000004
7 8537 3053 1835 12 15117 29 140 4667 2|10|0.81944
19 21698 38967 242 1 6880 400000 2042 64 0 9838 2583 20 189 2|15|0.72222
20 9 7 122 22 0 1497 65 17 325 10336 5 20198 2|14|0.63889
40355 14 70 12 181 494 25 109 7 2290 7196 2|12|0.33333
102 2303 20 2725 14 0 3138 12 57214 1 0 20825 22872 369 3 4140 9 0 6657 691 5 0 319 23388 1 3998 2|27|0.70833
6106 31 7 17056 10 2469 2841 1 0 319 4101 14981 138 0 4736 3 2661 1 5 0 426 1784 14 3051 2|25|0.8472200000000001
2708 143 4506 21 0 133 1417 3826 1 37 14 7 2516 2021 1005 12 14 36 2407 7063 2|21|0.9166700000000001
0 319 44010 0 46809 25327 12 10967 3188 1348 4 33 11917 51576 2|15|0.625
129428 45 0 147462 14 14364 1 85489 1 5 48397 65 553 7089 10014 2|16|0.625
20 9 219 1 149539 3496 1 2528 5 7 1594 46592 34 52 14981 751 1 16526 3639 5 264844 2|22|0.61111
400000 43 34179 6 155 5097 179153 1 19 6 0 319 9 9838 48504 22 1174 25 0 4913 3 20304 276 7259 17834 9 16350 894 1135 4 0 25587 38082 3 3384 9 28568 926 2|39|0.73611
20 9 7 2348 3453 13 29 5292 5696 2|10|0.75
434 2276 17 3329 1 34 976 20257 49 134 36033 6 47 261 18443 2219 2|17|0.30556
1472 0 254 884 1005 41 462 661 541 2|10|1.0
12447 9 5465 14 24398 2|6|0.86111
434 6516 7 28421 1380 3 47 2153 57 973 5 24134 7650 12 4663 20 372 1069 434 102 94 33 51 7 38858 1 5340 400000 13244 2|30|0.43056000000000005
7 3541 1 1233 1 20371 3788 161 2|9|0.88889
29 22335 8965 12 11174 7 5780 7849 2|9|0.79167
7 11058 10014 8439 4 980 9 2661 213 416 12 107 5247 3314 5771 2|16|0.75
63 14 2745 187|4|0.66667
7 3018 1 22848 4506 1 10809 5626 2365 3 161 5 812 9 58 353 319|17|0.86111
7 9638 1 37325 523 3 213 1693 5 757 6 0 501 2|14|0.69444
62495 14719 48 3 0 254 8339 15417 3 0 62|11|0.8333299999999999
0 7028 3 4145 79647 434 14 1003 400000 9 57975 4595 2|13|0.68056
84 1 20 9 36 19 137254 19 279 9844 9 929 1 34 20 9 1085 7 530 18573 5 56 37745 73 0 21609 2|27|0.79167
7 15890 3 7 5845 1340 2841 12 2919 66 4 30 11114 1 18068 5 12438 2|18|0.80556
2577 19 48 3 0 62 9 96 12792 1005 5035 1 6547 47 12779 2199 10 20 110 20 340 81 4 21207 16972 102 7 1005 86 30 2|31|0.86111
37 1005 405 285 27690 2|6|0.77778
63 9 7 153 3 95 12 86 36 275 30 18915 21 0 4881 3 1318 881 420 17 645 2|22|0.69444
29 42488 2692 3 5732 59 7 2513 9 5689 135 0 18197 10112 3 42330 49 29 5991 17 0 1727 5 0 1528 38 33 936 34 21108 10 10943 2|33|0.68056
102 9 36 4 117 59 7 1005 17 7 932 271 9 57 813 12 1012 0 331 932 192 144728 9 36 1702 1 18 9 120 14610 57 188|32|0.72222
37 23968 1062 434 260 549 2384 4 33505 9 25794 5 456 21254 4901 1 5 4 0 24134 10009 3 26 2153 2|25|0.58333
0 20712 12 20 260 4265 107 30 575 4 578 109 26744 3001 18912 77 3 0 56 333972 1284 3 68 44228 2459 2|26|0.69444
36 1402 43 3143 46 1863 0 3870 3 1793 18229 19 8026 45633 1 34 306 86 4117 12 0 1422 20 7697 14 7 1504 5 10442 48 2|31|0.65278
63 32 84 557 2115 1 5 84 2290 24437 2|11|0.61111
117 0 929 1 37 1062 14 1073 7 306 36153 1069 43118 5847 161272 21 3188 9 78323 13025 2|21|0.72222
504 47 11925 1924 1 0 42849 57723 5 77 4039 3 23363 32736 1 0 2007 2219 3 28 61820 27 94 33 51 2244 25 7 400000 9331 12393 2610 5230 2|34|0.27778
7 16912 6081 3830 59 7 181 5568 213 8816 12 1432 1797 3124 4 1295 4152 5 7 5789 4 59697 17 423 2|25|0.44443999999999995
2703 17 6081 3171 5 8499 4602 1 49605 14 7 10732 319 17 3393 7849 1 7 18255 25318 4 5645 2|23|0.88889
65814 6 47 27142 6033 3 55913 9 15691 3677 3 13370 1 4162 1 23106 1 5 268519 2|20|0.51389
6 47 3289 5 16913 179 1 20 11174 0 215 1443 19 23580 50165 9 2400 3136 3318 5 105336 148994 9 84 300 9 607 2|28|0.68056
434 7 5989 3 10809 5 154803 1688 18080 2|10|0.8472200000000001
1481 339 1 28 372 25 6859 27 14 7 15023 2|12|0.9166700000000001
29 3603 5 2037 319 59 23584 5 0 16326 2594 3 0 11066 111 100 109 3 95 2025 100 181 3 162 79 2|26|0.69444
376 4559 2374 19 372 19 20 1432 1 0 319 260 70 156 60 518 181 12 14 1903 4 203 59 988 60 1538 46 1 588 1 1096 2|32|0.29167
9790 1674 12 139 1091 10363 86 159 110089 608 2459 17 64 0 94584 3 44 2290 5684 2|20|0.54167
7 191 5466 5845 2841 59 55 33322 50 196 400000 38 22261 75 7 1483 5 127 2651 24574 17 44 2167 5 47845 2|26|0.75
109655 608 2163 37 5845 2692 2|7|0.9027799999999999
38890 14981 17275 6 19 181 6202 19 42693 4 190 95 13 26 17614 3930 3 0 1058 2|20|0.625
20 588 14 7 8287 12 56 1369 70 169 29 1539 4 7444 357 1 3714 932 17975 2 57|21|0.66667
41 1821 2412 59 197 219 20 64 15 1 5 551 914 936 34 13743 4 20 11 2518 7 153 3 47 1063 3752 1 2412 13138 19 0 22777 4085 1 2518 22 0 9422 3 47 56111 1 42666 22 47 5097 30212 2|48|0.8472200000000001
965 0 254 305 10 7282 108 59442 5 2624 2|11|0.66667
7 11418 5466 1 38596 21042 319 12 907 81 998 15315 219 1 12 14 4 203 1 3462 400000 21 3523 4463 46 2664 1 400000 2290 3249 2|31|0.77778
54 30 29 203986 8109 1221 10 37 400000 50 11763 83 104084 16305 30959 35 36 13 823 4 15240 71 5744 5847 1395 1 17315 26592 1 17 7 1971 19355 3 42488 2290 3796 2|38|0.66667
16674 12316 434 29 456 3603 1395 806 59 8669 5 2912 1 7524 5 2585 2|17|0.70833
7 17214 15078 10 1704 5 894 122318 5 7 78677 1139 3 7 400000 85 2|17|0.625
7 11896 1 50193 24057 2|6|0.88889
400000 9 15303 14 36 9327 1 34 20 14 2037 2|12|0.66667
20 9 7 17151 1 131757 716 2|8|0.66667
110 77 43 4599 4 0 1159 3 7 1576 1835 17 125 7 400000 1 8234 4445 1 666 2909 24877 47 444 2405 5241 45 73896 0 473 772 3 0 1302 12 263 4 6931 7 2064 2|41|0.31944
151 83 81 88 70 346 0 775 46 0 597 9 1499 21 1058 1 81 43 3710 2660 197 150 15297 1 5 81 43 52 2368 7 219 435 59 0 92 3 0 403 258 6 0 5033 589 2|44|0.73611
0 3051 18080 5 8605 2153 907 37 7 152 430 799 10 37 6616 2|16|1.0
1588 59 866 1 9385 5 2009 32 1922 4640 158 249 2|13|0.77778
541 6 12 897 1 26945 2586 189 1134 7 7263 6 109 2|14|0.73611
20 9 25012 24065 1 6090 8292 5 159554 10493 2|11|0.875
20 14 3936 1089 2660 2|6|0.9166700000000001
29 26645 806 6 86773 2|6|0.66667
372 25 6859 14 7 17218 18689 9547 1 34 56 73 12 1 20 9 7 161 3 62071 2692 2|22|0.72222
7 1005 12 150 29859 0 2090 5 1 6 47 78290 179 1 10882 0 1058 2|18|0.80556
10554 4 0 46545 17 2720 1 140 46490 785 3768 9 319 14 7 27127 5517 3 140 2019 1295 12 2054 26 3518 40997 52281 3 27882 131 42157 2|32|0.72222
27635 12910 95 12 1 6 130 1032 1 0 1324 3496 6 214 86 1140 30 9809 137 4 0 333 654 2|24|0.61111
7 2692 3 353 268 1 553 77 235 3 0 2052 43 891 0 2248 8253 39 33 541 7 2841 2|23|0.59722
